country,tagged_day_zero,train_error,test_error,suggested_test_size,a,b,c
Afghanistan,506,5.74548641198247,14.692762558253932,0.5100000000000003,32.577448425990205,101.15937778478273,48470.19100827424
Albania,1034,1.5601729580787564,1.630581395340514,0.40000000000000024,55.84972311497385,347.1870922265067,199211.89441151137
Algeria,1010,12.927098821709595,12.028580913629824,0.5600000000000004,62.06808345486985,231.35726448618695,130468.46202810222
Andorra,702,0.43525686128801344,0.4461418703810901,0.3800000000000002,45.027218753443094,255.76929598768353,12230.60232906116
Angola,567,0.39251229127003107,0.3253523625685854,0.3600000000000002,31.13708915297031,198.2078881174229,20894.145675470703
Antigua and Barbuda,1962,0.6943168959283483,0.6685834663158958,0.5100000000000003,51.272219649667996,951.4674768589133,137585427.37218595
Argentina,925,31.342585737296158,42.31823265410564,0.2600000000000001,43.974203380028804,233.88725878913965,2183338.3247886244
Armenia,848,2.997191998550406,3.8136028282486647,0.6800000000000005,46.98071013254769,232.64234845770346,192877.38811901712
Australia,514,2.8486538595923343,2.9602836004517186,0.17,36.28869220318221,137.0031024811749,29261.885296999713
Austria,653,0.6418654962104756,0.6241469560475784,0.21000000000000005,25.05644983604584,266.3979994945382,454566.0894498081
Azerbaijan,663,0.5970798902547394,0.6033429743160078,0.5700000000000004,29.605332902804424,257.0380106606257,255578.28266105594
Bahamas,446,0.5966502875964631,0.5664360488645336,0.5900000000000004,25.128540746401836,181.51381187998004,8266.213795154277
Bahrain,918,15.68666326100034,15.36360140098844,0.5000000000000003,55.68264524304753,200.37830077663355,115606.29149032952
Bangladesh,805,77.7283956251163,132.41997501283112,0.5100000000000003,46.916131144125245,155.39331696593038,536996.5188230288
Barbados,624,0.7565278109820751,0.797347890203313,0.41000000000000025,28.117953151229127,344.4387068761164,6549.31375169267
Belarus,2141,85.95879891402328,59.08365334799051,0.4600000000000003,110.83416456786146,494.450971021629,1334595.4696383597
Belgium,678,0.5944344942051514,0.7905002609564603,0.19000000000000003,27.829272655527802,243.69406072163676,754579.1251962407
Belize,436,0.9952739147860682,0.7113482810859777,0.29000000000000015,28.37114536279299,164.8116882120711,13076.896898822299
Benin,1478,4.420564660109076,3.631116468960484,0.4500000000000003,117.273643239971,361.15282074090766,11666.851208349188
Bhutan,50630,4.056427454945211,3.590976851680119,0.6300000000000004,-2061.133723492604,62791.674816130464,352.96396431726254
Bolivia,1071,60.75384712237194,56.61967104238745,0.3700000000000002,69.27977738379516,204.1218780458432,251671.9231699452
Bosnia and Herzegovina,693,0.3652029040913811,0.7156086998280594,0.5900000000000004,35.62762844214749,245.45704437309908,138256.4802759824
