country,tagged_day_zero,train_error,test_error,suggested_test_size,a,b,c
Afghanistan,235,0.6474458403502288,1.017551970518407,0.40000000000000024,13.534002330787295,82.45555906186274,37342.45385232337
Albania,612,0.7627537386069544,0.808050046276747,0.3500000000000002,38.52138530575789,206.86278982949818,33512.900968014415
Algeria,599,8.890589298450204,8.130582736288584,0.29000000000000015,37.68834051087267,170.29643207807567,86403.98346655323
Andorra,117,0.571205207804458,0.5776834204430923,0.6200000000000004,14.171183524207882,18.93419034485463,882.856104320097
Angola,308,0.36890410521918154,0.3999218807341272,0.39000000000000024,16.892776648916335,113.87176915680892,3162.030951287401
Antigua and Barbuda,4753,0.8659410882709757,0.9120043802530303,0.29000000000000015,-175.3133847922863,5554.843000832912,53.54999998443451
Argentina,499,2.35978683547377,2.5410609674975992,0.5900000000000004,22.587427985899854,160.072220504312,636374.1895185583
Armenia,312,0.5792944225890585,0.5650207856084273,0.15,18.578216458575707,102.23269226348725,44096.541770303695
Australia,2557,12.469835263942254,10.132839098930704,0.43000000000000027,69.14711720833392,965.6612082747572,2166920000.216243
Austria,220,13.018442452665957,8.049070851887926,0.3800000000000002,16.868668694318306,36.694068929513385,19645.366339513832
Azerbaijan,305,0.506178148397963,0.5803964469261185,0.6100000000000004,18.172091947660284,110.21227500393417,37864.82005527806
Bahamas,258,0.7320991478892381,0.7475420121605402,0.20000000000000004,12.357557660608343,140.31175004442457,2869.2082807934403
Bahrain,397,2.1060608590312477,1.596595761999367,0.5100000000000003,24.017933969262423,128.55408663904103,54156.75540859486
Bangladesh,383,22.308590448807895,16.2958930443095,0.3500000000000002,20.962595602029527,108.80970240981284,319598.66358435
Barbados,4341,0.15430417038426972,0.3218087372931977,0.28000000000000014,159.60502629401645,1836.0728085986832,5717814.870582781
Belarus,277,7.574219724615355,7.56941347061346,0.23000000000000007,16.05763719016456,71.98504110651369,68780.18928406898
Belgium,235,13.88301236608898,5.4942356270966615,0.18000000000000002,15.66240844342115,47.11765680772474,67020.4048288858
Belize,123,0.7269328775667775,0.6559846605893974,0.22000000000000006,6.587819114219471,73.68265685926886,1196.6460931268136
Benin,227,0.2953887708660816,0.26281028678365903,0.23000000000000007,17.248247279294585,90.25603847802577,2209.7918581605545
Bhutan,-1176658731,0.9609807337994826,1.2535482426717706,0.5000000000000003,-214062434.18866768,20097630.256254382,164.6121230556997
Bolivia,444,2.865793788740618,3.159599058812485,0.6300000000000004,21.693412197205244,126.2299739827278,137548.05839544183
Bosnia and Herzegovina,637,1.6279627306036102,2.2521182597188325,0.2600000000000001,36.65672067731975,193.09684404160393,59853.325552730574
Botswana,287,0.38027918025740176,0.32632196598807867,0.2600000000000001,19.639276238268828,120.77278150513283,2466.510939705852
Brazil,529,130.7962872548541,105.20628047798837,0.4900000000000003,24.62173319932635,136.0688672709245,4521252.521720948
Brunei,35,0.015916645454332617,0.012071106422654122,0.24000000000000007,5.426241441800554,6.7328988384349255,140.6930711643698
Bulgaria,474,0.8880656454827183,0.829389879657132,0.3300000000000002,30.98083276417886,149.00914043611394,25341.70205389941
Burkina Faso,370,1.2844721011096445,0.733265313891542,0.3300000000000002,32.139603087940024,46.01345341556528,1207.0501237045332
Burma,-3019261440,2.6034798377909985,3.2958339507917187,0.6500000000000005,-472726468.4065958,421680.9379348529,561.9435733444174
Burundi,170,0.13534700861388324,0.14322444450387675,0.5200000000000004,17.52127911896422,53.963235430153894,470.60542925489796
Cabo Verde,330,0.18425779890215724,0.1956178374146008,0.43000000000000027,26.427175466487224,105.6777247611887,4797.956426665199
Cambodia,-2245312317,0.464265811075476,0.8069825979706244,0.28000000000000014,-314299073.65862757,23814154.753002483,293.2144951025571
Cameroon,304,1.2803323621602776,1.530645113471914,0.4900000000000003,20.310532666425857,88.99023791340682,19348.486576145955
Canada,279,32.5612913820502,15.237021328325214,0.5900000000000004,17.816551452365886,67.62056678859345,117611.79987534323
Central African Republic,152,0.16204847187786686,0.14932503266021357,0.4700000000000003,11.412290407489897,49.70341481112923,4700.57925732472
Chad,94,0.17504596552341398,0.23062861116922204,0.39000000000000024,8.472235770641323,34.45605222518694,914.7657281548843
Chile,323,10.389985203357234,6.37888803758617,0.5100000000000003,16.74901739499662,99.22842356212992,389638.58411266713
China,74,0.3773462002823545,0.15050105634510264,0.3700000000000002,4.82895367909296,19.207179444412642,84541.93631589082
Colombia,483,5.914551300128104,2.2398770922906186,0.6000000000000004,22.51919890532068,159.9558894496911,1016660.5929070493
Comoros,68088,1.2690200415937871,1.0870194101661372,0.5300000000000004,-3632.440838025379,93971.61517766542,259.20833333487343
Congo (Brazzaville),273,0.31488202135493965,0.34866926221669825,0.23000000000000007,19.2403573807454,103.6700699402227,4487.64236917493
Congo (Kinshasa),256,0.342567824408327,0.2945713568001648,0.43000000000000027,17.6939133038967,87.10306040450742,9875.702795173827
Costa Rica,358,0.5019656565594082,0.534318822573741,0.5800000000000004,17.906184774061586,154.53429141259912,52588.581687305465
Cote d'Ivoire,1,13.638568611819979,38.54972879708941,0.5100000000000003,0.14942698745641125,-0.042358121801925996,7453.974327039883
Croatia,2286,2.589128519885806,0.28242732672973375,0.15,64.00445500969636,935.6993081210131,1322900863.9004738
Cuba,474,3.141607407862761,3.4027107598246844,0.27000000000000013,42.55309157333763,71.4453075445915,3704.2864338722466
Cyprus,193,0.959691209788634,0.9133218284849691,0.3400000000000002,19.534814228809534,33.70377487087548,1149.3176245471202
Czechia,1244,12.964634537582107,14.126096714360667,0.3400000000000002,80.26521177995923,280.8894281472379,108379.66171300672
Denmark,262,7.046331334878629,7.444514159443296,0.3800000000000002,21.627288445350644,49.11484261225522,14696.746978711408
Diamond Princess,394,1.3400490869335588,1.2699734503508404,0.3500000000000002,-6.812411875947552,442.11697631766555,680.6691729323297
Djibouti,186,0.565423121941355,0.6826590585509131,0.3800000000000002,14.76744205215635,54.701132030884146,5252.689292066478
Dominica,-1,-1,-1,-1,-1,-1,-1
Dominican Republic,508,9.946555161712148,5.84568242321884,0.42000000000000026,29.926031580361485,136.7003738235987,134123.53774941486
Ecuador,743,38.07731238110326,16.05932246100373,0.43000000000000027,39.838290985649955,123.43598013687637,144590.02518393064
Egypt,288,0.5568758341126605,0.13906529895914335,0.19000000000000003,16.04831712417103,102.30622462284678,99480.89295222721
El Salvador,398,0.7833273838302274,0.8249381181791465,0.19000000000000003,22.409636995581263,125.3252573212856,33545.16721325359
Equatorial Guinea,338,1.1743630692398852,1.2662431191117853,0.4400000000000003,26.572173145911314,91.89622178875901,6023.551975458775
Eritrea,190,0.485788597695275,0.5250918911989232,0.6000000000000004,16.946057620828554,85.63517545144533,314.6264970020156
Estonia,409,3.2062640760555023,0.9425973280516002,0.5700000000000004,-10.70465799657569,489.48995312469225,1586.876712328782
Eswatini,348,0.23792877401898063,0.17662596448744636,0.5300000000000004,21.606324209169127,112.90471528301266,6336.118394211519
Ethiopia,697,1.8968949938288333,1.5631093978410149,0.43000000000000027,26.254872558610927,271.8908252523176,4485497.415033747
Fiji,9,0.023673575995815883,0.034733106223105104,0.4500000000000003,2.2322107599881438,-0.9503616192902828,27.263713105628497
Finland,176,1.7267545167781873,1.9479300481104787,0.3700000000000002,14.49988237361818,43.69309631994545,7407.773566064444
France,234,18.23041495438719,31.15331180410982,0.2500000000000001,14.81694018848125,49.28749128039255,219544.81924106675
Gabon,-128,32.059829475891455,46.509808111857176,0.5200000000000004,8.178117143878438,-201.38053037228335,3909.5138877849276
Gambia,160,0.6823273036220574,0.7450965567915041,0.27000000000000013,7.449009130780529,98.5947782706483,3298.813653125513
Georgia,385,0.9120756401612278,1.0503709959032905,0.6200000000000004,33.016892989703024,74.54820128297727,1343.108503441102
Germany,221,34.70667691044997,14.656516720617873,0.6900000000000005,12.555284914665844,45.74531613536304,203681.1643557378
Ghana,403,3.06606572876347,2.1179947849238205,0.6400000000000005,24.634821023037286,115.83421313385747,52927.44501220064
Greece,2822,3.911336138494589,0.7184652713214148,0.3400000000000002,76.71340946202046,1073.8433576954842,997515841.1257854
Grenada,43,0.016426171225840096,0.016606264683182815,0.4600000000000003,21.914636283984795,-36.336708122570364,23.596613183738906
Guatemala,363,1.667232368753324,1.7517472848992515,0.19000000000000003,19.37305326973135,123.18938814740294,82275.3363169721
Guinea,369,4.117187144939237,3.9138097565361587,0.40000000000000024,31.13786769794305,83.42559450700702,9666.991818836985
Guinea-Bissau,252,1.5252322185368257,1.889510048080434,0.43000000000000027,18.31190676536741,48.62518920970087,2048.030267442471
Guyana,1353,0.4150839149076171,0.49051176359858345,0.5600000000000004,36.31269050089481,617.9387134618785,329712955.5235804
Haiti,204,0.6783844982052666,0.3773767891852679,0.5000000000000003,11.996814269252813,71.2307204180051,7653.116508308495
Holy See,-1,-1,-1,-1,-1,-1,-1
Honduras,356,1.115185877228972,0.4577574070334854,0.5900000000000004,18.834793703893894,118.17889384805466,60703.192356546606
Hungary,211,1.3222527082881377,1.6322610609081891,0.6000000000000004,16.478567903284393,43.87584887494903,4541.171483719702
Iceland,76,0.08411901032066509,0.1099428167308598,0.20000000000000004,6.135994801430366,24.924273997738627,1860.4348738410822
India,564,33.09832088827378,39.91578090294501,0.31000000000000016,24.361837155506304,177.0966356911168,6808812.859577256
Indonesia,572,9.942820024658511,10.43778077211523,0.24000000000000007,31.829282231319528,152.10097498809102,249072.46200044107
Iran,680,29.958313325404305,81.56688479020607,0.6000000000000004,40.139888100441006,125.46490709745905,436774.4356374653
Iraq,461,1.6731234236836585,1.453799958029043,0.5800000000000004,22.26694306867265,160.72395564496804,311163.4168250208
Ireland,138,2.369388483865222,0.7279362726480452,0.31000000000000016,9.25096413662575,40.179656092734284,25948.608446299786
Israel,691,7.517251898738625,8.577547845316357,0.6900000000000005,37.61286605562336,206.87656220271785,368835.93416923675
Italy,230,11.253942557092076,49.846097329089886,0.23000000000000007,12.651426291556728,46.08951743698914,243192.11792607908
Jamaica,2177,1.4368890648124972,1.1454103890263732,0.5700000000000004,68.20998367650566,912.6217446168062,97993493.86374977
Japan,2141,18.53003352287095,21.283418923784115,0.28000000000000014,56.24895227248224,863.4466506797709,7215178129.981952
Jordan,443,0.5168176268613299,0.5503279904521703,0.5800000000000004,44.838233893943155,94.04995948670184,1854.7671437181764
Kazakhstan,306,0.4500817725614593,0.4492132610763868,0.5300000000000004,14.704830643504753,116.98773274292321,111814.27528051498
Kenya,350,0.22467948930462023,0.24141135782101006,0.4900000000000003,18.800495201958537,131.7384020954086,43039.372494507814
"Korea, South",309,26.276982322792072,17.991197320299293,0.5500000000000004,22.97853379720336,44.42761875342913,13961.137629465395
Kosovo,375,0.37322757522977185,0.36339514602305956,0.3200000000000002,22.521547036885696,138.70266045507964,17568.469312549005
Kuwait,417,5.6789624670918295,6.1613276528699314,0.5700000000000004,25.045263010587856,121.43324639780609,85845.6356738166
Kyrgyzstan,4987,35.5586813786881,63.98154247294026,0.4900000000000003,-41.25266453023187,5436.7865900461375,11944.222231970045
Laos,5531,0.02564071389381219,0.022065435597935033,0.42000000000000026,278.6362361094411,2150.97633230773,43873.235902458146
Latvia,157,0.8235499043950353,0.5263697058596891,0.5500000000000004,17.199401060187604,33.91601577587538,1219.9139362289059
Lebanon,1115,0.5636971741211081,0.5727726208761338,0.5600000000000004,26.201144443239258,502.28486038459624,3725898567.2593775
Lesotho,128,0.49220144019145473,0.8970726760825072,0.18000000000000002,11.082474626437572,34.225821791679714,1116.221466177582
Liberia,243,0.17278248575322108,0.1705350980677741,0.2500000000000001,20.990846344061218,78.59855154468215,1385.5340149049484
Libya,343,0.3831351955900266,0.36686226635354524,0.6900000000000005,17.327977058130635,151.10256990069857,31880.488405225744
Liechtenstein,45,0.057824175451240335,0.07706179694684517,0.40000000000000024,7.250006545931639,5.1317582778974336,85.32636853300355
Lithuania,367,2.9310740954208403,2.2483562139632216,0.5900000000000004,38.91220800527319,52.83854078460448,2473.7649150133193
Luxembourg,2121,4.6327451619837525,8.168601919126177,0.5300000000000004,126.55561972968975,574.96845321515,199577.9833938459
MS Zaandam,-1,-1,-1,-1,-1,-1,-1
Madagascar,252,0.5755331081568887,0.5670704267731802,0.3400000000000002,12.644612631580822,118.28028705140956,15640.395798270285
Malawi,236,0.2415586188999373,0.18735529970926634,0.6300000000000004,15.236595061029723,89.33520917287714,5942.377398617477
Malaysia,227,5.778354017746042,6.4267075495351795,0.3700000000000002,17.97473740472606,62.087271355259766,8853.90397330253
Maldives,1960,4.276016687224898,5.766250489745799,0.24000000000000007,49.93921832709884,694.7390396446687,499078008.0048941
Mali,246,0.7594561854312987,0.4523364613714085,0.5500000000000004,19.336918054311912,63.80887185481801,2691.2110506462573
Malta,2834,1.0491653541496588,1.1859339120706454,0.39000000000000024,87.94229912967171,1143.8259580693602,94324475.41987604
Mauritania,147,0.8698013760844014,1.0738889438962613,0.2500000000000001,11.123247810954593,42.6787413821722,6698.522698605644
Mauritius,47,0.022483620286300292,0.04288966110854383,0.5100000000000003,4.597120064829713,11.590594255257495,339.13099186724247
Mexico,492,15.052909618433242,22.554702599874286,0.5400000000000004,25.517920268825158,129.39764802580626,700618.4607609116
Moldova,536,10.990707640819302,2.724450255063893,0.6200000000000004,34.74034084317518,132.13907363679007,46932.41695322487
Monaco,-1544926303,0.6317182357707791,0.559567889093244,0.6400000000000005,-265601684.4224671,14718614.649514798,195.54929465364586
