country,tagged_day_zero,train_error,test_error,suggested_test_size,a,b,c
Afghanistan,246,0.759204646040986,0.5865025504386795,0.6400000000000005,12.915778878886055,81.48835083428294,36559.10122807472
Albania,854,1.0014577870173935,0.7076352135690012,0.16,41.368008271870394,320.084514727144,398659.9811005856
Algeria,991,13.082506782468398,8.318509354092877,0.41000000000000025,43.99981805254158,296.5846107207955,969967.1340221206
Andorra,92,0.3652787292885002,0.29258447209466776,0.6500000000000005,9.425135757769056,18.5299952493361,858.3195747888061
Angola,-890202940,4.767379253835052,3.9883814946313856,0.23000000000000007,-122696221.78682305,2105870.039099279,575.3992632348046
Antigua and Barbuda,1477,0.30435127620977187,0.3036080242920471,0.4400000000000003,57.72294863533573,652.518656406047,1062727.6556459635
Argentina,492,2.009869008184284,2.376708963928017,0.5300000000000004,21.72400127132941,154.15423252683635,539871.0950094141
Armenia,302,0.5973693778872249,0.0956220357865124,0.21000000000000005,18.020418107510167,101.1645930421023,43121.60472818572
Australia,2718,17.643271453621903,7.370151977552462,0.4700000000000003,77.0437951612892,1007.8919932749969,1001961373.2266675
Austria,120,3.2064311874385965,3.9802345001720085,0.5000000000000003,8.594497343093659,29.89947467575764,17671.443078466422
Azerbaijan,325,0.8149200554485261,0.8585932163094266,0.5600000000000004,19.440886830028926,113.17609002624273,40488.7250452947
Bahamas,785,0.7213462340450795,0.7206036344901908,0.5400000000000004,21.38553924089513,382.95616797284407,102980304.70170903
Bahrain,362,1.106713287777268,1.190848957839642,0.3600000000000002,21.293804784036542,122.00277756469765,48330.60603792193
Bangladesh,393,12.715941456140241,12.37263865349953,0.5600000000000004,17.85638088695331,101.05731856158323,273075.0212570892
Barbados,224,0.14105766703113254,0.20734488951337499,0.4800000000000003,41.625049318232826,13.603310369782893,118.74770891088758
Belarus,258,8.195153549078974,5.9827089729117775,0.21000000000000005,15.707663148981169,71.07349976650532,67627.45779516523
Belgium,190,7.702799280248721,2.4440602628172585,0.18000000000000002,11.797204519364733,43.10774091986154,62414.24147525163
Belize,1143,0.12169870526937192,0.10671795722023003,0.28000000000000014,38.64807735825063,483.05326518694056,4021332.1515266867
Benin,208,0.37984070415320087,0.3637447559585629,0.3200000000000002,15.492460835672203,86.66078021538904,2055.7683676368356
Bhutan,114,0.1050837508288419,0.09374165599352977,0.3300000000000002,18.18968646099746,26.782052428892353,101.81455335303642
Bolivia,437,2.3650345337029166,2.875538861764745,0.4600000000000003,20.49226812280043,121.76463442710349,124111.02565945592
Bosnia and Herzegovina,1501,2.018708675879762,2.3621058003171744,0.31000000000000016,39.4141785141554,624.6710477579607,2550003236.5577235
Botswana,184,0.5412223582711024,0.5526677120797238,0.4500000000000003,11.974507207503054,91.30883426642696,1048.437694572887
Brazil,433,37.59138949891225,67.75144091302198,0.6600000000000005,20.029199722505165,119.84309313177616,3238112.5118659697
Brunei,39,0.013293867278096089,0.01745566603373421,0.6000000000000004,5.337543320423456,6.465650594724503,140.27776346132197
