state,tagged_day_zero,train_error,test_error,suggested_test_size,a,b,c
Alabama,479,8.926939876487603,0.3468961115626581,0.16,27.642497080432197,139.75430530138235,170278.7728769171
Alaska,457,0.5886243282022255,0.3156122847852992,0.6800000000000005,30.151307801732035,166.39604559694476,10902.698066543302
American Samoa,-1,-1,-1,-1,-1,-1,-1
Arizona,396,2.2374323531090363,2.909798494917082,0.4700000000000003,17.08676715548067,116.87898610087852,215056.01699447903
Arkansas,507,1.0896743346365807,9.264905428175286,0.29000000000000015,30.590617764520704,145.41488121976923,96097.70519999578
California,607,36.59170480706148,57.88910118881367,0.5400000000000004,27.093249792674893,150.4625678573837,890312.0415757735
Colorado,914,38.182123673804846,42.810237573802056,0.3300000000000002,48.4581984642841,132.0552441367406,82782.00801376594
Connecticut,239,21.752204314932786,22.02472797862461,0.17,16.826932762896355,49.84015009378547,51008.65373231292
Delaware,490,11.793786357454591,8.623961816328642,0.20000000000000004,36.82281711932278,91.90692300350598,20197.397659752234
Diamond Princess,17,0.002382179735408137,0.0016058938191453236,0.3400000000000002,2.631550726419398,-6.83891403955686,49.0046495418564
District of Columbia,369,6.410885782653024,6.01636299341646,0.3400000000000002,28.336756101963175,71.34118508524834,14200.380163085552
Florida,377,4.41444846694029,1.0524826059577401,0.3600000000000002,18.02013003199258,134.4662733660171,705798.9568602517
Georgia,551,18.662217897956264,19.206490680006212,0.4700000000000003,30.160681104368013,144.90657677938148,368178.52276137826
Grand Princess,25,0.11028672846725321,0.2959663142348148,0.4800000000000003,2.40887060033472,9.139451497996124,103.1286254053472
Guam,395,0.6281344488957152,0.622675599359633,0.27000000000000013,24.36651152173895,188.9622921471778,4434.925104734891
Hawaii,326,0.6495423458840272,0.6773346997952862,0.5200000000000004,16.499496026856786,160.98272048676142,13878.626943412804
Idaho,414,0.6513868007365885,0.4946819923847894,0.5500000000000004,23.95069685392244,141.62446966581982,44690.505286860745
Illinois,968,159.83056466491286,13.818264112065298,10,48.10607401455196,130.66974035408518,340745.0092471075
Indiana,900,95.37839636778399,80.98065818957035,0.6000000000000004,51.64318725886842,165.20601682827274,173747.11475003083
Iowa,758,36.8126141250088,51.251654154578326,0.22000000000000006,48.0295490896684,178.69053829052532,139202.79946272649
Kansas,732,14.276431720261415,13.22139841247118,0.24000000000000007,43.54340659377333,178.97501181096027,95750.29105323648
Kentucky,732,15.200516428292433,12.171036742538064,0.3400000000000002,42.735773497935845,188.3538601714476,119044.35099660822
Louisiana,591,4.87561955647153,29.501376541469003,0.6900000000000005,37.04630428397651,134.30945099853253,199713.8651896939
Maine,443,2.398208479217845,0.3511604240953553,0.23000000000000007,35.73201018897804,92.59453142299809,5244.285937528533
Maryland,581,66.8756484931755,16.264363800869667,0.22000000000000006,36.5628730061726,105.1478550179546,127052.28265188233
Massachusetts,266,26.34413046293685,7.712726451410535,0.21000000000000005,16.639295404825717,56.54879947467198,116682.39278395218
Michigan,881,46.95554649277197,129.70828005940356,0.23000000000000007,59.21803655025244,124.96541874998805,167221.47022238822
Minnesota,660,22.75684958761627,35.3782267579587,0.2600000000000001,42.63927782779492,151.0344777880485,125039.80907501951
Mississippi,572,9.712200421264255,2.607746277154848,0.24000000000000007,30.09222254840933,137.79362884253285,111863.06004743502
Missouri,680,2.075118363142258,18.550914619223576,0.3500000000000002,38.241754177068636,186.56934013755404,224289.54508459163
Montana,585,0.6385761312381598,0.42831629213510325,0.18000000000000002,33.78470737016684,200.1853265911105,27413.30824316808
Nebraska,642,18.948262293410927,33.10835554365996,0.4900000000000003,45.592745397371885,140.8882009765543,53869.89023718818
Nevada,415,2.027417675848571,1.1782605666208434,0.3300000000000002,23.51968492350147,136.22933388271667,84701.57862983504
New Hampshire,357,3.9026908366255784,2.33735878603173,0.4600000000000003,27.516901316669948,71.89960709567335,7636.23689226733
New Jersey,242,69.29851164900177,9.988699398746544,0.22000000000000006,15.318680250062942,46.379620395511125,185267.50122741272
New Mexico,579,9.617363646575003,5.164555864811985,0.30000000000000016,33.291644696435164,120.4043981911387,31037.03229454952
New York,224,63.79771998805646,88.3907031620966,0.41000000000000025,13.772730672118893,45.6643012055878,417098.93589207117
North Carolina,526,15.547939701415594,17.10725036542735,0.5900000000000004,30.368802738606764,138.721956994622,233414.65531248762
North Dakota,1993,4.002677184165651,2.6829035112963884,0.5100000000000003,51.08870982214257,822.4454688441222,4565874029.5062895
Northern Mariana Islands,634,0.06334220197692077,0.07026807523457199,0.5800000000000004,69.01707015575926,155.20069241371917,122.11721341740802
Ohio,694,38.51596273224383,29.932750013054672,0.17,40.78878737746298,147.7027339296331,193578.29253709197
Oklahoma,541,4.043532299728468,4.348120367585073,0.5600000000000004,31.825694180659696,166.58982263802963,117539.90541824729
Oregon,499,3.1474376502108914,5.504240802369057,0.2500000000000001,32.18995355851328,152.1130686903679,39310.815557099435
Pennsylvania,608,114.56390397616192,117.61133440320506,0.4800000000000003,41.54040737050416,101.4359214616148,165218.83153811545
Puerto Rico,544,3.3122080456959546,2.880966220619093,0.3200000000000002,33.09787358744324,170.6976845018032,70353.87338308146
Rhode Island,359,15.434663790572275,18.032141239107574,0.6400000000000005,26.774556527805434,68.10333673653102,22453.417286105727
South Carolina,458,3.441478220025677,3.141385057454904,0.43000000000000027,23.63051559042672,133.74754953927393,149191.16365925357
South Dakota,2617,15.536445976599776,25.027794144117944,0.3500000000000002,71.48782332432052,1021.0591716993134,2161424973.43569
Tennessee,521,9.11364722995724,9.16625104297189,0.5800000000000004,29.409277020728176,147.83512455251417,222852.6825411061
Texas,462,16.45737305671418,24.535918062031378,0.31000000000000016,23.200685562569664,143.0407012772904,797734.8347017884
Utah,0,17.08132846444301,217.94910110340783,0.5200000000000004,0.3144636257660347,-4.0675910104894255,29187.96943280444
Vermont,478,5.81663595247936,2.3131067872944238,0.5800000000000004,48.43805410835973,63.160125629503305,1783.3387882428622
Virgin Islands,295,0.6227627101033973,0.5684528929158248,0.6400000000000005,16.863202293141402,143.7755809190764,1419.1748542656999
Virginia,679,47.500427242451956,41.291817444939156,0.16,41.23766117319904,136.03889706532638,172971.32438439873
Washington,692,26.992802968428293,17.925792038056844,0.29000000000000015,42.534501717816674,151.78227932673354,108395.32638883892
West Virginia,690,3.8177176651811044,2.555234174910714,0.40000000000000024,43.311110985198766,195.5232326242246,32258.3535610973
Wisconsin,995,28.060769686406662,7.917688288178092,0.4500000000000003,52.24595705713415,234.5132843022615,339985.159218303
Wyoming,704,2.348907532782608,2.11422557279045,0.2500000000000001,51.14504597360859,210.31977999210724,13065.831613907458
