state,tagged_day_zero,train_error,test_error,suggested_test_size,a,b,c
Alabama,1296,72.59608248441977,20.250245409025567,0.6000000000000004,70.82668592126372,303.73203009521507,769681.6273508847
Alaska,644,0.39353870388609685,0.43594439845196153,0.31000000000000016,32.53172897721613,253.67889578794225,62313.38294141496
American Samoa,-1,-1,-1,-1,-1,-1,-1
Arizona,1678,95.09686788490203,197.6125082818327,0.6800000000000005,85.98851880779584,404.99434055690836,2421454.8936856557
Arkansas,1185,18.298693938553036,0.2772414603518825,10,61.112132495767106,291.1528756171754,459569.2019024379
California,1727,299.6220419081343,360.6031802563031,0.19000000000000003,65.54305089926746,352.89767747361185,6674814.005180681
Colorado,846,2.809688093035814,4.870430781726109,0.3700000000000002,41.34449773363814,275.75619930459465,501283.5068672556
Connecticut,2048,62.18005286394235,0.1791566722397158,10,100.80616463637527,541.6493997132529,2197634.704917572
Delaware,1594,12.833235273894832,17.305151035792946,0.3400000000000002,91.44636174178353,431.58802802704975,309178.9264328996
Diamond Princess,16,0.001967366531126199,0.001077259218218556,0.4800000000000003,2.364165407534797,-6.213144449496493,49.0031094605839
District of Columbia,2422,18.246948510421905,0.2684105627177719,0.15,138.2771165046288,554.8659331882401,222556.3023021918
Florida,1683,274.99324457428355,476.68823170558386,0.5100000000000003,80.15937653549615,308.0776812112988,2950474.1038777553
Georgia,1580,163.60158026587348,29.030373061439604,0.3300000000000002,83.54861247802556,350.128495089607,1966089.7892654336
Grand Princess,27,0.1553155383653151,0.04362925962164283,0.31000000000000016,2.5951466442799482,10.70507063660222,103.14483889372089
Guam,474,0.4749977889912658,0.4458589879463999,0.3600000000000002,26.51212054266492,214.03050228143834,7809.415639236498
Hawaii,741,1.791579796387445,0.7329579456892903,0.3600000000000002,48.3961006661488,222.53286602518057,29014.637741559323
Idaho,829,3.0691383677769855,2.1794493636618464,0.31000000000000016,45.91701204856126,253.18369761540836,198942.70585122803
Illinois,1161,39.02116522690504,87.48949547889478,0.6100000000000004,57.690976668823346,274.3756917505757,1534395.3210403286
Indiana,918,23.60823495847487,15.73095548723257,0.6400000000000005,46.38846176871358,279.26592999173835,808069.8352774368
Iowa,905,15.241286249163744,11.655094148687752,0.31000000000000016,45.88138785199633,252.86405620808802,381671.252949538
Kansas,860,3.559009604144849,7.514815609240563,0.40000000000000024,44.198164853097005,267.8337681841949,350184.52473136946
Kentucky,932,7.988261018850989,6.754088483443584,0.5500000000000004,46.30526315020305,289.02397559999133,510629.4713077583
Louisiana,1,170.1840570334099,698.0485150392235,0.6900000000000005,0.22254344991716268,-1.3171514562271578,169781.09734513346
Maine,765,0.5757992991755969,0.6108294304631877,0.31000000000000016,40.59313891037045,309.43473806990903,63237.83248668752
Maryland,1856,94.1714332520914,118.90471647545176,0.6600000000000005,94.27748834309809,362.54532714440313,830214.1086527114
Massachusetts,4401,123.71587968442621,6.155364660420029,0.21000000000000005,113.70430614772947,1486.6850696452789,11918770324.087893
Michigan,1020,15.773583603670103,1.3462035818199385,0.17,52.73643325730296,273.2493386521963,823172.5809671229
Minnesota,778,1.9357758657404216,3.266778998751507,0.4700000000000003,36.149568527599016,253.6391109770472,529761.2650789879
Mississippi,1405,55.45153045885199,19.66828292275081,0.3400000000000002,75.56580471041808,302.33022631479764,464895.2113744512
Missouri,1067,10.812826512356919,5.845131014863115,0.28000000000000014,44.5313302454945,260.94184500400695,653227.0088162126
Montana,574,0.4168204309677923,0.40038838321136455,0.4800000000000003,28.349749899362568,246.49430285712904,102052.95790212588
Nebraska,897,10.848047426468145,8.885662718002056,0.6000000000000004,49.012363660780906,262.5527193482709,242997.5791214593
Nevada,1133,17.825157277684642,19.66475977302912,0.6400000000000005,60.764214076472975,286.41063904306844,405049.35484548006
New Hampshire,824,0.588696404758442,0.6577819028720276,0.22000000000000006,37.387261261038276,298.007394402159,96461.07478037316
New Jersey,5107,155.39695276289208,366.05563509949656,0.3800000000000002,131.20697214815016,1821.7478729524405,56765454006.75809
New Mexico,768,2.136096102863217,1.0955470018973539,0.24000000000000007,40.282481140519536,271.3448289877648,216811.9548872815
New York,5978,123.09988419744822,544.4278757127329,0.5400000000000004,137.836953155231,1975.7452399828396,197433444870.04822
North Carolina,1427,58.18602397156004,84.31172302197932,0.4500000000000003,72.95484106146087,347.1556383856765,1678474.620249243
North Dakota,559,0.49825545359702844,0.5720743427168619,0.23000000000000007,26.29406697026377,229.8166417034957,101994.36855015527
Northern Mariana Islands,598,0.05371422078568915,0.04417938728718933,0.28000000000000014,74.51040438718567,192.9750798229254,165.71516374361482
Ohio,912,3.7324563104973247,14.624435316604902,0.17,41.29021163032136,282.1562413207525,1177878.2792453433
Oklahoma,957,5.297170732484283,12.103100534831812,0.5300000000000004,50.19700235671848,285.7646321814207,559086.8680968371
Oregon,962,8.522457043261916,3.921058622796771,0.5000000000000003,52.730162082012484,293.4519151342845,206778.6374081223
Pennsylvania,1158,53.15777593455087,13.36265499111905,0.4800000000000003,58.26042779913427,322.1519360979299,1523252.8840321882
Puerto Rico,807,1.6887526642906052,3.0779373387927067,0.2500000000000001,45.61318846312206,263.5401968268685,118978.77926793441
Rhode Island,1462,5.935422521148619,25.63007018062626,0.5500000000000004,78.55296150227187,369.78436296743865,294939.26921850856
South Carolina,1624,63.881042237657645,66.7950412175995,0.3600000000000002,85.71647440633055,391.0100457014575,1333248.7512448442
South Dakota,634,0.6549232935739038,0.5529293855033438,0.16,30.731878148397588,238.53318927957818,116717.29877595764
Tennessee,1,230.35393933581082,1239.3139853409305,0.4900000000000003,0.035818065000272105,1.2814091787999389,261959.41694252586
Texas,1556,404.3152978336763,1.058940992512448,10,72.33852504447172,324.7518694571094,4398460.176330429
Utah,891,3.619504039074181,9.14518810938147,0.2600000000000001,47.08032174332896,274.2140014652537,458179.9239123759
Vermont,-2,3.355999003272925,38.798387242167976,0.6900000000000005,0.4039805011455907,-6.155233484912564,3947.142839422678
Virgin Islands,721,1.1374449478570832,0.940572272917512,0.4700000000000003,59.10437043600238,221.71272608127478,2888.6123484822315
Virginia,1707,89.04609720684812,72.28639849125133,0.2600000000000001,88.12180516912593,423.8062583391179,1888708.888367276
Washington,1330,40.02511969617968,30.029590198426952,0.3600000000000002,72.73163101640401,332.86301969323875,578036.6363165819
West Virginia,812,0.5294185310307258,0.5918994796144106,0.4500000000000003,34.43414798093934,279.404982537907,156122.0295665929
Wisconsin,723,2.34109262508546,1.9121259378950972,0.30000000000000016,34.77914295009302,247.79071626316687,655264.760339868
Wyoming,562,0.5827240568588673,0.6167193030117424,0.5000000000000003,25.642879349848485,252.0729768005697,55429.30158078078
