country,tagged_day_zero,train_error,test_error,suggested_test_size,a,b,c
Afghanistan,240,0.8095139410922352,0.9473440854162485,0.4700000000000003,13.702401872663698,82.52771996385533,37552.37895931432
Albania,597,0.7414582592574687,0.6190297442060037,0.5100000000000003,36.73298643281537,188.4839626922961,24081.347262220974
Algeria,625,8.18267823098595,8.097964383697112,0.5800000000000004,36.58594695056713,162.54973929322992,76720.24582463606
Andorra,235,0.736312218147763,1.152539682051378,0.42000000000000026,28.338355986904777,22.954840400465937,970.5342282113961
Angola,294,0.26886952128126196,0.24648570254442054,0.4600000000000003,19.40154853686616,122.8495512273667,3999.5655063318045
Antigua and Barbuda,235,0.3316048431866357,0.3716145829677083,0.3700000000000002,29.42083292790756,81.32147475483318,111.57989770988426
Argentina,519,2.247328623245589,4.170926803850033,0.6300000000000004,24.577434874421993,171.00889083396905,816228.5668989974
Armenia,335,0.6795868833325347,0.10821665388730703,0.22000000000000006,18.84482495379499,102.90054545977205,44635.1978856078
Australia,2371,11.273629513899222,10.819937973996723,0.3700000000000002,69.88374579403802,918.8100625223461,943599359.885388
Austria,553,29.78134931723776,18.767676590072657,0.2600000000000001,44.37145462207216,59.95956824682564,25625.375581500768
Azerbaijan,312,0.6225805339442277,0.3623428761196898,0.17,18.401347781712495,110.22124151494526,37903.64728499187
Bahamas,257,0.7259584135908989,0.6980565541105893,0.6000000000000004,13.18056837319889,143.5488397009425,3305.6011511150255
Bahrain,442,1.8687383731611071,1.9814465131552041,0.6200000000000004,24.423347907087056,129.9205756314445,55477.155589134825
Bangladesh,395,33.414303843966444,19.796213642463698,0.6900000000000005,22.274890857238194,110.99922097292117,330481.9515643327
Barbados,4369,0.14687021149989166,0.3605721351851447,0.19000000000000003,150.97127919239202,1819.769038084949,9715519.450321823
Belarus,363,8.55806310338648,7.840914925610705,0.19000000000000003,16.688508347774974,72.605661127354,69723.00189114266
Belgium,263,16.486338306686402,4.244519807088565,0.21000000000000005,17.168042419074055,49.20025178402759,69704.26923689588
Belize,142,0.6050386658192233,0.7925437290925422,0.19000000000000003,8.075797480743553,77.09028339622367,1458.4637770967324
Benin,251,0.287707238073744,0.22030462674876222,0.28000000000000014,17.630711171471344,90.52386463212078,2233.237062569862
Bhutan,1669,0.1717443363109408,0.19356511156576992,0.4500000000000003,53.51679181212499,740.2200940379669,25732513.739493627
Bolivia,392,2.2801282380438264,3.5049892018579323,0.3800000000000002,21.474513045573453,126.09543092952849,137191.55293111756
Bosnia and Herzegovina,575,1.7070078022735304,1.1824020458662408,0.28000000000000014,35.215109332769195,182.31199483962962,49071.68580350314
Botswana,307,0.404660807123807,0.4915030260005939,0.22000000000000006,21.777978379048193,128.95046258640545,3037.8370430201226
Brazil,557,149.8577122138644,87.90142734367898,0.3200000000000002,25.50381750817581,138.30618905419968,4689252.344394866
Brunei,34,0.01687217423813409,0.01246525358138568,0.2600000000000001,5.430735100511871,6.6706364506092894,140.8078612569076
Bulgaria,540,0.8201834654238809,0.32892917231655705,0.3400000000000002,28.95256818512827,141.04415681868545,22410.023097731948
Burkina Faso,372,1.7026814989798877,1.0548734155729704,0.6600000000000005,40.82896495186874,55.06584096070409,1325.5503609375348
Burma,-970251849,3.7821631479889493,3.5452801332888053,0.6700000000000005,-138003515.34285426,1570605.9269090258,663.5797041834554
Burundi,176,0.13225564769708065,0.10434972326958072,0.5900000000000004,18.493984714574406,55.14403685301826,479.66376853522667
Cabo Verde,385,0.3316733929613878,0.22414087006568725,0.6500000000000005,29.144544389052108,116.85940576204644,5794.567484462932
Cambodia,3964,0.18818372760615046,0.26922676464763695,0.3400000000000002,130.1402074414646,1612.0023526706561,17920310.25246073
Cameroon,295,1.880021395731418,0.7545019240013026,0.41000000000000025,20.805173765726526,89.45214931485263,19521.974978143742
Canada,292,31.635411970709182,25.07538307759149,0.4700000000000003,19.092591586152196,68.45780148230563,119842.98427842978
Central African Republic,147,0.1860394109492682,0.1445392972625594,0.21000000000000005,11.500443058262462,49.35621360006703,4705.956336175609
Chad,106,0.2122496012899123,0.20782181298367075,0.20000000000000004,8.640860224317152,34.609721245663565,926.2249450230254
Chile,366,6.818484077596502,11.867767282336517,0.5900000000000004,17.499234826256295,100.57098533996323,395351.10148604383
China,77,0.3943450612914513,0.2576189553744796,0.3800000000000002,4.944868013734549,19.177445145892236,84738.59136412563
Colombia,489,1.35251876340423,4.556092187385373,0.5900000000000004,22.063474362952316,157.64667188303753,960369.2808680485
Comoros,172,0.05701457097966053,0.2511676548662022,0.5600000000000004,21.279581986685365,33.796763971101655,443.6567945892665
Congo (Brazzaville),303,0.2490259662204887,0.22735773872004164,0.5000000000000003,22.510344511040003,110.01846474920644,4991.910186822353
Congo (Kinshasa),253,0.2677550385673958,0.34934426838085214,0.6400000000000005,17.821329400878323,87.50170439391837,9905.903059558343
Costa Rica,386,0.4349004815872536,0.4846380058013923,0.6100000000000004,19.376625038368434,161.13831981032428,63053.569050286496
Cote d'Ivoire,315,0.3311781646726602,0.2423061736184106,0.2500000000000001,18.36491490612809,99.31543098784536,18642.140124684352
Croatia,2149,2.209000219085266,1.5447789490856085,0.4600000000000003,57.66792173765482,886.4013080230742,2339458132.7145443
Cuba,560,4.3440411803661165,1.9887999105129752,0.41000000000000025,54.53099493003227,97.30052237649458,4610.939256173271
Cyprus,329,1.658939175197904,1.4906208870232822,0.3400000000000002,38.21402693455067,48.11104306298313,1356.8627846890454
Czechia,2556,15.281794741871142,5.69979785819273,0.3300000000000002,86.24007493672583,931.0227832114252,153445953.99817026
Denmark,305,9.927464127032714,5.810859083201582,0.39000000000000024,25.4542453310753,53.03392417962623,15220.736833384797
Diamond Princess,1413,0.6023113293986226,1.5563339359550645,0.6400000000000005,-54.13015737502329,1818.216796009105,683.389610651684
Djibouti,185,0.4630711026396344,0.9066669537897093,0.23000000000000007,14.99253766635586,55.55994570660085,5288.935169488265
Dominica,3404,0.030415994923824047,0.02638490645895059,0.6900000000000005,180.47484676676874,1378.920762904878,40640.54332386902
Dominican Republic,559,2.479252721359324,10.20365298244506,0.5900000000000004,29.3159532701733,132.69064703590223,124995.05957701808
Ecuador,608,33.5395774315324,27.660932648367044,0.5400000000000004,40.31890836657652,124.61072278154246,146757.89998313636
Egypt,297,0.46272032629468973,0.5193759521070879,0.6000000000000004,16.080774475604446,102.40663693077336,99558.54760158704
El Salvador,346,0.5194032862318803,0.6555642750503463,0.5400000000000004,21.439877044466485,122.82888062596827,31805.915516904348
Equatorial Guinea,375,1.1639866883477834,0.9107645203516049,0.5400000000000004,25.842812182329272,92.03657496715068,5933.102879051256
