state,tagged_day_zero,train_error,test_error,suggested_test_size,a,b,c
Alabama,1068,10.805613451760747,27.28634827357547,0.6600000000000005,56.78241679259766,263.50772249139254,578802.4049373658
Alaska,765,0.4837431380787129,0.31803923798123773,0.4700000000000003,38.22994670927356,262.5032907203002,68114.1313954671
American Samoa,-1,-1,-1,-1,-1,-1,-1
Arizona,1080,59.71751213571816,57.37088740188705,0.3200000000000002,57.89111576309717,275.60036878870767,967466.8912499308
Arkansas,928,2.5431777018701838,17.210488174217073,0.21000000000000005,50.01727971461792,259.6482840345069,359966.56474855804
California,1044,95.57109578835409,44.27279812029541,0.24000000000000007,48.350098683488675,294.52722847048545,4085531.7486967966
Colorado,920,5.853028948597899,9.199380220238673,0.3800000000000002,47.732214281109066,284.3921411820639,540764.8829767369
Connecticut,1172,6.3521953095816075,27.07570114365516,0.6900000000000005,66.84175286555039,304.8189888389718,405870.9369413319
Delaware,1090,5.512233041422058,8.528598710846257,0.21000000000000005,66.6878588050786,302.7522946092705,125414.92846044342
Diamond Princess,18,0.0015296458150881077,0.0007157339686128316,0.19000000000000003,2.364822037971768,-6.027555040298022,49.001608262760165
District of Columbia,1664,6.301153585273758,15.374957341367407,0.4800000000000003,101.95049276591655,304.87244388244676,63676.10333540721
Florida,1590,300.7301491194942,355.80345511356956,0.4500000000000003,76.45512942286797,290.7710319631519,2645345.10963934
Georgia,1329,77.60660172579001,19.94746067313222,0.19000000000000003,65.54246636415037,281.0230364457445,1255567.142582276
Grand Princess,27,0.11580049667222178,0.1327341149881189,0.27000000000000013,2.2410796775606046,11.35571249862738,103.09374631521679
Guam,494,0.4084759197329912,0.36097635950339046,0.41000000000000025,28.115709123636137,215.23066484771292,7932.3838190670085
Hawaii,1054,2.8507396027520087,2.6917508917975583,0.3800000000000002,62.5289911310745,255.17386909251272,36261.101419831146
Idaho,839,3.066719062380826,1.5213148168598127,0.4900000000000003,45.31867952716933,250.2328456713145,194149.435742772
Illinois,1033,51.20310572261104,36.55439634932587,0.17,53.531584075563025,265.6465968947433,1419815.8413480222
Indiana,812,6.850565856780097,9.31536891788456,0.41000000000000025,40.103406753919735,268.5486894291906,743924.9473809515
Iowa,874,7.260606198288032,13.925258301503678,0.6100000000000004,45.03652234712405,250.832623257986,375010.3604123716
Kansas,780,3.108531965411564,1.4932070036640575,0.21000000000000005,39.72520971114261,258.6695345105398,321321.63239677635
Kentucky,867,3.7337823563120596,5.247510384414438,0.28000000000000014,42.38076793173994,279.39053666489053,468287.4390289798
Louisiana,1330,47.74185447095997,52.05373118822413,0.6900000000000005,75.61551242538418,261.0046516497279,524381.3754800889
Maine,904,0.5795625497800178,0.4649865997635064,0.3400000000000002,50.82220432877757,328.9683423358951,73653.8942908514
Maryland,1356,58.61661459276339,116.06346136097079,0.23000000000000007,79.06826070480635,291.02347714776016,537904.7529865712
Massachusetts,1366,48.05549605596525,5.393360801316009,0.2500000000000001,72.95819836173185,320.20013826149415,858749.5107201174
Michigan,1362,36.42111225181195,40.704970692519964,0.29000000000000015,73.38438620679732,326.06421542745477,1171089.865442764
Minnesota,869,8.58589709612407,8.189158927469403,0.5100000000000003,45.191570091464,264.8980755652664,586248.899955997
Mississippi,1130,25.634915741344457,23.364937163403102,0.29000000000000015,60.932435113873034,256.22036265000054,341909.19959146774
Missouri,851,5.271649082542172,6.308019523489411,0.28000000000000014,40.7970457437449,254.20814315087338,613354.2706743728
Montana,623,0.2600175687067911,0.3798312999593202,0.2600000000000001,31.99968937518202,251.9632905964953,108318.98810925566
Nebraska,842,3.754324243510274,7.337281981169836,0.6100000000000004,45.4003220990787,255.29942197580195,226349.55150827777
Nevada,1105,9.572854526073977,10.766909207274608,0.2600000000000001,51.85009485472913,263.3412158215581,338650.0299131664
New Hampshire,789,0.5014397950906727,0.5858438796568435,0.27000000000000013,41.0958882003302,303.1221588556118,100891.73275998887
New Jersey,1737,171.06566973227686,6.217082845647348,0.20000000000000004,94.00578590403914,346.58847054684287,1437086.5419417939
New Mexico,761,1.3994227415138183,1.5515322166867647,0.5400000000000004,38.7944243245252,265.0519125918245,204605.56931917896
New York,2050,270.22677124480737,308.4550263982624,0.4600000000000003,106.83665568128212,380.7265007789156,3351476.5461712135
North Carolina,1136,36.10294241017106,34.32481865929809,0.3600000000000002,59.02752583676177,290.62973697905954,1096518.6538017448
North Dakota,579,0.4230679913628076,0.38767172801297217,0.4600000000000003,28.73787923465799,232.29258933296592,105642.60688515914
Northern Mariana Islands,713,0.0958838414791392,0.07750487106515774,0.6900000000000005,88.97664439112036,228.69768989406623,197.85041997504388
Ohio,1091,2.8323566887979323,6.258066421787167,0.29000000000000015,38.526732171498594,276.5427413564387,1106927.0007193896
Oklahoma,810,4.748806893072303,0.6023752670407674,0.4800000000000003,41.59274418153742,266.8025114743928,470019.98777292966
Oregon,972,7.804781899984839,5.090318993908683,0.16,55.175073394242055,294.5810280689635,206886.96076759358
Pennsylvania,1179,18.620671636086477,41.43694289447257,0.27000000000000013,53.84932194184396,303.6044040241951,1289389.1117305304
Puerto Rico,1059,5.266105088050705,2.2554357769613826,0.17,57.32362689914612,289.2016452370266,143753.21072340003
Rhode Island,1038,5.806296306883444,6.23896576522212,0.3400000000000002,55.77713275178174,289.78737285326025,164030.24424093156
South Carolina,1190,32.00039871645018,33.1753073930926,0.4400000000000003,65.70921880238463,293.2154701053119,673730.7957071402
South Dakota,707,0.774562949334069,1.0810075115951419,0.5800000000000004,34.336822525420565,243.66934481194806,122063.16600923004
Tennessee,1045,17.057678316415252,16.118042382962635,0.43000000000000027,49.621388955098354,268.2138891872406,898307.141833197
Texas,1207,280.6124767751762,64.05597605695151,0.5400000000000004,58.49094232520458,279.6006336535905,3193436.413658433
Utah,800,3.6556054841181274,0.7137355330212573,0.5200000000000004,41.36945781458578,263.6822521103176,411982.9536210838
Vermont,873,0.499518803025711,0.5145801800705275,0.15,50.179268089710035,339.3743538083383,27824.66463986594
Virgin Islands,928,1.3865150565299655,1.471539956459892,0.6700000000000005,75.34038609787461,259.17014871329604,3625.5034638841125
Virginia,1277,21.67083985486841,49.265525178091444,0.6600000000000005,66.45205692461597,300.0906014743553,776312.3201484685
Washington,1207,30.46765140910797,17.080729866278126,0.3400000000000002,66.69327104626954,306.37169392418843,475970.64256874315
West Virginia,731,0.6668628217284451,0.40125305637809805,0.3500000000000002,37.24687673835909,282.1281597191171,159372.93024206616
Wisconsin,720,1.7428445226038622,2.913646023138055,0.21000000000000005,35.132355872082925,249.58729210004955,663055.991263634
Wyoming,576,0.5158031296334441,0.4832794044631475,0.6500000000000005,28.329623241202,256.2703517378327,58131.72838457102
