country,tagged_day_zero,train_error,test_error,suggested_test_size,a,b,c
Afghanistan,222,0.9672491159331622,0.4449148390388488,0.5200000000000004,13.281906145004504,82.19081554287662,37057.95781783654
Albania,745,0.6451043299033324,1.251832112057611,0.2600000000000001,39.423896343608874,219.31900527160673,42577.067775968244
Algeria,756,10.888035674276788,9.478511247245029,0.41000000000000025,40.83937105503466,195.06408375547375,129484.13943000925
Andorra,94,0.4116577782052889,0.14985451491874546,0.43000000000000027,10.09095020356355,19.252188583403658,860.475345748607
Angola,268,0.3510031250593512,0.33597883882737073,0.42000000000000026,18.03020233616515,117.94751258897855,3508.850234842446
Antigua and Barbuda,490,0.2985868297212923,0.29892041072027364,0.6200000000000004,47.064916736555574,148.58485058810314,271.1900349735887
Argentina,505,2.52119180480346,1.6483915566767386,0.21000000000000005,22.25160852319268,158.0184967591737,602704.0999440051
Armenia,299,0.3458513781109337,0.8729502010952596,0.28000000000000014,18.30811747802944,101.7832061866252,43643.905615457224
Australia,2436,13.384424520568865,7.111676501817113,0.4400000000000003,67.68379029629476,958.9504694065757,2479438494.822175
Austria,133,6.793678130412594,2.152665878293717,0.4800000000000003,10.166583319659825,31.378653121739976,18418.821362842507
Azerbaijan,314,0.5879820304744459,0.6227813204152635,0.6500000000000005,18.375403901783017,110.32132388572101,38045.568713174755
Bahamas,-684810552,2.2612397946112446,1.659474491608756,0.6800000000000005,-79026011.70466013,4117813.254294005,370.06055284629946
Bahrain,438,1.3240911257639107,1.5228942786616457,0.5800000000000004,22.52018403905768,124.84391420001393,50861.04465296305
Bangladesh,355,13.756034403336878,19.961903839603377,0.3300000000000002,19.39426093061963,104.97312242928997,296485.73631176585
Barbados,4326,0.24430830035353854,0.09270161306115646,0.21000000000000005,163.98248223957577,1502.580449590849,552619.0183555599
Belarus,285,7.088375867755273,8.474520714661335,0.15,15.828983075553582,71.974795968934,68389.09280621732
Belgium,204,10.534562846794953,3.312650457540631,0.19000000000000003,13.698038359777795,45.529400016882974,65301.60335918104
Belize,284,0.7608262787629086,0.7290392377737548,0.5200000000000004,7.450237678128127,153.11136279359175,33505912.753177054
Benin,237,0.2878466108077813,0.30671090542458296,0.23000000000000007,17.77648188003816,88.6317050052779,2190.4934938296856
Bhutan,656,0.22072143161171803,0.2936880153052004,0.6700000000000005,59.505714702622406,165.29896290697675,569.1482563082162
Bolivia,384,3.0450179275216236,2.823973378584156,0.6800000000000005,21.234979076084482,124.55571458418383,132689.64200622958
Bosnia and Herzegovina,978,2.1621325344171303,2.539727019897385,0.2600000000000001,40.93400924834252,355.93488164780535,2209156.5444616145
Botswana,263,0.4249538309277311,0.33578799520089814,0.5900000000000004,18.63704694461897,117.46914153665479,2280.8868681860604
Brazil,489,110.02649481615397,89.65139325244127,0.43000000000000027,23.42719768980489,132.02781224747858,4168921.976464777
Brunei,36,0.015826935968659164,0.013432775346410223,0.4900000000000003,5.368532113662166,6.661197299324572,140.51207295356488
Bulgaria,641,1.461514523948177,0.8979526878725148,0.6800000000000005,33.82866601186389,167.39738155318014,35171.028746118776
Burkina Faso,262,1.2248178185029694,0.2983640227995637,0.21000000000000005,29.622390590823972,43.28109802194546,1165.7112798551725
