state,tagged_day_zero,train_error,test_error,suggested_test_size,a,b,c
Alabama,367,12.418325632608775,0.49906040451609035,0.23000000000000007,23.58229412525529,92.90008430921823,51832.45349466352
Alaska,685,1.663451816092916,1.9771510597496018,0.3600000000000002,46.01951623679217,123.70500684246727,2066.0102136139535
American Samoa,-1,-1,-1,-1,-1,-1,-1
Arizona,997,9.913175003800706,16.087856490383782,0.5400000000000004,24.575788095161535,410.00004733529806,15023612443.630268
Arkansas,941,46.947246233327455,6.658282163726683,0.42000000000000026,29.295063961214673,373.8346537887013,177472149.67439723
California,384,97.31091130668077,65.90714879022724,0.5900000000000004,21.75451987719975,101.9681230717053,238822.53778679858
Colorado,213,4.399682097712577,12.478318712661215,0.5500000000000004,15.085810887979953,53.870306772107064,30313.783152526797
Connecticut,191,12.548834856196018,18.776518540323906,0.40000000000000024,12.164094487052996,43.760174750269044,44765.23796788624
Delaware,185,3.184299809794997,1.418630619831739,0.4600000000000003,12.809863577343831,49.10495648393004,10680.250742904069
Diamond Princess,6,2.988570505694825e-11,0.007381341088101995,0.6600000000000005,0.25889969429283183,0.18265355611648562,49.000000000267214
District of Columbia,188,2.9046018729555927,1.562459342418364,0.6500000000000005,13.431678177514641,49.557965080039914,10057.314618199394
Florida,289,65.61280921556612,48.87224819666362,0.4900000000000003,19.784364816435264,60.53026022608077,77411.74503069016
Georgia,268,41.32878839577945,18.656556543157333,0.6600000000000005,18.44320590808902,63.81733591715699,66147.99138780906
Grand Princess,20,0.23329296639408761,0.5045543584060853,0.18000000000000002,1.678498660761767,10.784050645170623,103.3757192984051
Guam,103,0.3608984104150368,0.3096180251724076,0.3600000000000002,12.234194824234411,17.9749116358791,176.1662437338764
Hawaii,68,0.5071555276685851,0.16894388365161933,0.5400000000000004,6.784144137728157,20.30009825805491,668.5166816389604
Idaho,336,4.238772324798154,3.7146157605343166,0.5000000000000003,27.546030693950925,52.70959306553286,4502.15334429845
Illinois,218,11.695388910371506,26.149826966119218,0.3500000000000002,13.12187871976527,58.70705107553091,139493.7324340336
Indiana,230,19.06323193537443,20.100824904141422,0.39000000000000024,15.096285759963088,57.265077219203796,42191.43658224642
Iowa,220,3.5992814293809574,5.514326877701232,0.5000000000000003,13.575848973141959,64.30545952823233,25943.265114739323
Kansas,175,2.071020254538998,2.0730335144193957,0.16,12.337693260312959,53.217781326827115,11691.591792831734
Kentucky,235,7.7128384103335845,4.346073118230674,0.42000000000000026,17.59871262637636,65.69884793845343,14704.958219786895
Louisiana,213,24.183823442669464,9.389353150814472,0.3300000000000002,15.900982625295763,42.80813298600352,45415.9630009438
Maine,284,1.8672368934526267,1.2345077528488648,0.5700000000000004,22.452834429055034,64.67854798820248,3620.2014265721537
Maryland,266,10.78568977120945,15.34045639785218,0.4700000000000003,14.55265787465401,61.6209496744535,67642.05118342536
Massachusetts,186,10.512202064360775,10.578473627093656,0.6200000000000004,11.393901956493762,50.37645976194119,105668.67789070655
Michigan,184,20.374452924686956,10.984977919018467,0.4500000000000003,12.3164041214124,39.52750199444924,65227.505493043245
Minnesota,203,0.9624832548512882,1.0000688371721995,0.6700000000000005,11.607513803992482,67.53850312928337,33161.27299142465
Mississippi,273,6.142070159403429,8.826054885741705,0.6000000000000004,18.69628402037555,65.82010295057037,24793.381607518393
Missouri,261,8.474551890277777,14.313605635558696,0.3500000000000002,19.33427422932099,53.57249022920431,18918.40682730035
Montana,61,0.5912769783844043,0.21669046374008016,0.5400000000000004,6.576891704647235,18.16648072770406,499.7324301748214
Nebraska,192,1.287000969605096,1.7690242713645772,0.3500000000000002,11.319837067832829,63.28539793774186,17596.199308563322
